Date,User,Tweet,positive_count,negative_count,positive_score,negative_score
2022-02-03,trndtrader,"[Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ONT
2: $ASD
3: $DODO
4: $SC
5: $MCB

Top 5 bullish trend on #USD pair
1: $ABNB
2: $USO
3: $TWTR
4: $NIO
5: $NVDA

All #FTX results: https://t.co/ypxjbS79IW
Not buy signals",0,-1,0.0,-0.9992102384567261
2022-02-03,JacobAshley24," #NIOES8 brings the future of comfort with improved ingress and egress, intelligent air purification system and up to 1,900L…",1,0,0.9990054965019226,0.0
2022-02-03,financiahlth,"Nio Stock Analysis and Predictions [February] - Nio Is Trending More Tha... https://t.co/TSmXHIKMUO via  

#nio #blueskycoming #nioglobal $nio #alwaysforward #NIOET7 #nioday #nioday2020 #electricvehicles #niopower #nioNAD #niopilot #nop",0,-1,0.0,-0.9971989393234253
2022-02-03,DCDOWORK,"EV stocks $TSLA $NIO $XPEV nothing else matters right now. That will change over time. These are the only 3 “Pure EV Plays” actually selling and producing big #s $F is not a pure EV play and neither is $GM also $BYDDF is an OTC play which I 🤮. I’m not hating, I’m being real.",0,-1,0.0,-0.9991812109947205
2022-02-03,bot_nayeon," ꒰ wtb lfs help rt ꒱ 
#nooniemails

 ꕥ nayeon pc's
— must be onhand and good condi 
— minimal scratches are okay 
— wil…",1,0,0.9843518137931824,0.0
2022-02-03,hiraiconic," ꒰ wtb lfs help rt ꒱ 
#nooniemails

 ꕥ nayeon pc's
— must be onhand and good condi 
— minimal scratches are okay 
— wil…",1,0,0.9843518137931824,0.0
2022-02-03,DubzyJD," #NewToForza is Chinese automaker NIO with their fully electric-powered 2016 NIO EP9.

Not road legal? No problem. The ope…",1,0,0.8008132576942444,0.0
2022-02-03,DYORCryptoBot,"[Scan results - #FTX - 15m]

Top 5 bullish trend on #PERP pair
1: $ONT
2: $ASD
3: $DODO
4: $SC
5: $MCB

Top 5 bullish trend on #USD pair
1: $ABNB
2: $USO
3: $TWTR
4: $NIO
5: $NVDA

All #FTX results: https://t.co/kFG8XpNRPZ
Not buy signals",0,-1,0.0,-0.9991951584815979
2022-02-03,XaviMora17," #NewToForza is Chinese automaker NIO with their fully electric-powered 2016 NIO EP9.

Not road legal? No problem. The ope…",1,0,0.8008132576942444,0.0
2022-02-03,Gauravdante,$NIO need a snapface type of day soon! ️,0,-1,0.0,-0.9982312321662903
2022-02-03,GSloan187,The 2016 NIO EP9 is pretty fast all tuned out. Tops out at 205. Very quiet. #Series4 #ForzaMoment #ForzaHorizon5 #XboxShare https://t.co/tlVd41L4Ik,1,0,0.7992440462112427,0.0
2022-02-03,ScratchRadio_,"#NowPlaying https://t.co/g43lY5g7UZ: Nio Garcia, J Balvin, Bad Bunny - AM (Remix) (djleony Quick Edit - Clean) Nio Garcia, J Balvin, Bad Bunny - #Listen #Radio Tune In https://t.co/aKdcd2qfjU",0,-1,0.0,-0.9928498268127441
2022-02-03,Thomas53506955,"$AMZN $SQQQ $QQQ $NIO - If you think that Amazon n overall tech will hold these gains tomorrow, you are living in a magical world. The Current Market is Fckd!!! Earnings season and party over!!! Only Fed Hikes and Geo Political tensions remain for this quarter!!! Be Wise!!",1,0,0.5609235167503357,0.0
2022-02-03,jaybadger14,  He cant spell NIO. He thinks he in the matrix https://t.co/ucfQ6dJhTL,0,-1,0.0,-0.9967226386070251
2022-02-03,otc_to," $AMD Might gap up huge tomorrow.... AMD was $130+ based on its earnings, just 2 days back....

$GOOG $AMD $TSLA $NIO $SPY $NVDA…",0,-1,0.0,-0.9981122016906738
2022-02-03,SAbuammer,$NIO by 2025 this willl be 400$ the probleM will be that by then inflation is 2000% and 400$ will be like 10 cents Of today ✨,0,-1,0.0,-0.9970309734344482
2022-02-03,BezosCrypto,"PINS Stock Soars On Big Earnings Beat

Pinterest Earnings Show It's No Facebook. The Stock Is Sharing

Pinterest jumps more than 25% on earnings beat as tech stocks bounce back

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/ecL1Y1nxeY",0,-1,0.0,-0.9931976795196533
2022-02-03,superlars34," $AMD Might gap up huge tomorrow.... AMD was $130+ based on its earnings, just 2 days back....

$GOOG $AMD $TSLA $NIO $SPY $NVDA…",0,-1,0.0,-0.9981122016906738
2022-02-03,BezosCrypto,"Pinterest Earnings Show It's No Facebook. The Stock Is Soaring. | Barron's

Pinterest jumps more than 25% on earnings beat as tech stocks bounce back

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/W3ETx7BHqZ",1,0,0.71001136302948,0.0
2022-02-03,BezosCrypto,"Pinterest posts first full-year profit and reaches more than $2 billion in sales in 2021, sending stock soaring 

Pinterest jumps more than 25% on earnings beat as tech stocks bounce back

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/6K5RrkPrQg",0,-1,0.0,-0.8506569266319275
2022-02-03,colorismblog,$XELA not selling this thing for a long time! Sold too early with $NIO and $GEVO not doing it again 💢,0,-1,0.0,-0.9985268115997314
2022-02-03,BezosCrypto,"Pinterest jumps more than 25% on earnings beat as tech stocks bounce back

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's 
Business Daily

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/DDxHheR8S2",0,-1,0.0,-0.9644531607627869
2022-02-03,NIOGlobaI, How many vehicles does $NIO sell in 2022?  Feel free to round up.,1,0,0.8081867098808289,0.0
2022-02-03,RecksterC,"$SPX it’s 5x💯SP 500 Index 🍎 

Impact Friday: Unemployment Situation 
✈️🧑‍🏭👨‍🍳🛍️👩‍⚕️ 💇🏽‍♀️💈

#FibonacciRetracement

$AAPL $JPM $FB $ABT $MU $MRNA $AMD $TSLA $VXX $NIO $GME $AMC $UAL $NCLH $XOM $COIN $SPX $ACB $RIOT $BTC $ETH",0,-1,0.0,-0.9981799125671387
2022-02-03,luckynio2, NIO please 🙏,1,0,0.9901922941207886,0.0
2022-02-03,BezosCrypto,"Snap, Pinterest (PINS) Soar After Earnings Results Dispel Facebook-Fueled Fears - Bloomberg

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's 
Business Daily

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/UEkgOUj4SN",0,-1,0.0,-0.9728307723999023
2022-02-03,byungsoo_park, $ocgn how are people missing they sent over 36 million child data yesterday to FDA showing their vaccine works better than an…,0,-1,0.0,-0.9981347322463989
2022-02-03,BezosCrypto,"Snap stock soars on earnings beat, quarterly profit milestone - Axios

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's 
Business Daily

$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/x6jdCnL5HY",0,-1,0.0,-0.9736690521240234
2022-02-03,BezosCrypto,"Snap Inc. Announces Fourth Quarter and Full Year 2021 Financial Results

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's Business Daily
$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/dvxrHJ489C",0,-1,0.0,-0.6870922446250916
2022-02-03,DefinitionBot,"Count of mentions for the tickers in last 1 hr

1. $AMZN: 1839 (-3310)
2. $FB: 740 (-393)
3. $TSLA: 306 (-119)
4. $AMC: 162 (-45)
5. $AAPL: 154 (-83)
6. $MSFT: 97 (-47)
7. $NVDA: 61 (-26)
8. $NIO: 37 (-9)

Top speaker:  🚀 $FB",0,-1,0.0,-0.9930840730667114
2022-02-03,codegirls17,"$NIO Hi NIO, I'll be waiting for you to reach 200 and I know it won't take more than 3 years... so take your time, I won't sell a single share until then ⚡",0,-1,0.0,-0.9292477965354919
2022-02-03,BezosCrypto,"Snap Stock Is Soaring on a Surprise Profit. It's Not Facebook. | Barron's

Snap Q4 2021 earnings

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's Business Daily
$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/sYVzmtoPm9",1,0,0.96468585729599,0.0
2022-02-03,NIOSanFrancisco, $NIO Will Biden acknowledge NIO?,0,-1,0.0,-0.9962319731712341
2022-02-03,BezosCrypto,"Snap Q4 2021 earnings

Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's Business Daily
$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/nOJyTl60lr",0,-1,0.0,-0.9288032054901123
2022-02-03,BezosCrypto,"Snap Stock Soars 62% On Quarterly Earnings Beat | Investor's Business Daily
$SNAP $TWTR $PINS $PFE $NIO $AMC $QEBR $MJNA
#BITCOIN #SHIB 🚀 https://t.co/dhxXBti7St",0,-1,0.0,-0.9628718495368958
2022-02-03,NasiriQudrat, $NIO ET7s &amp; ET5s being displayed in showrooms around China. NEO Park hopefully opens in less than 5 months. 2nd half of this…,1,0,0.5437685251235962,0.0
2022-02-03,helmdallr," #NIOES8 brings the future of comfort with improved ingress and egress, intelligent air purification system and up to 1,900L…",1,0,0.9990054965019226,0.0
2022-02-03,Brianvindenes1," Large cap stocks with the most shares traded today

Meta $FB $META 187.2M shares
$SNAP 131.2M
$AMD 101.9M
Ford $F 96.8M
A…",0,-1,0.0,-0.990084171295166
2022-02-03,bigmikehands," Large cap stocks with the most shares traded today

Meta $FB $META 187.2M shares
$SNAP 131.2M
$AMD 101.9M
Ford $F 96.8M
A…",0,-1,0.0,-0.990084171295166
2022-02-03,RatchetWolf," #NewToForza is Chinese automaker NIO with their fully electric-powered 2016 NIO EP9.

Not road legal? No problem. The ope…",1,0,0.8008132576942444,0.0
2022-02-03,get_blow,"This year: 
$AAPL is down -3.4% 
$AMD is down -18.3% 
$F is down -4.7% 
$NIO is down -29.0% 
$SNAP is down -31.2% https://t.co/QIFE08Xfgp",0,-1,0.0,-0.9996473789215088
2022-02-03,realtwitchess,$NIO fake pump for next week 🥴🥴🥴 ️,0,-1,0.0,-0.997795581817627
2022-02-03,Dean8IX,"  By fire, by force nio",0,-1,0.0,-0.5092430114746094
2022-02-03,Sofigoodboy," $SOFI Had a clear breakdown below $11.90, but like $NIO came back in the after hours. Still just building a cash position s…",0,-1,0.0,-0.9924047589302063
2022-02-03,LongJohnsilvah_," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,colinfrasier,Are you calling UUP pro-protocol? Also DUP and NIO were invited on and declined https://t.co/wZFzSLGR3P,0,-1,0.0,-0.999458372592926
2022-02-03,colinfrasier, Not BBCs fault DUP and NIO too scared to come out and talk,0,-1,0.0,-0.8612329363822937
2022-02-03,An_tho_nio, There are a few cases of organisations such as the Kenya Red Cross using a #blockchain-powered #token called Sarafu #C…,0,-1,0.0,-0.9965881109237671
2022-02-03,chewelahboy, $NIO ET7s &amp; ET5s being displayed in showrooms around China. NEO Park hopefully opens in less than 5 months. 2nd half of this…,1,0,0.5437685251235962,0.0
2022-02-03,StockMKTNewz,"Large cap stocks with the most shares traded today

Meta $FB $META 187.2M shares
$SNAP 131.2M
$AMD 101.9M
Ford $F 96.8M
Apple $AAPL 86.7M
$NIO 54.6M
PayPal $PYPL 51.7M
$ITUB 50.6M
AT&amp;T $T 47.7M
Palantir $PLTR 46.8M
Microsoft $MSFT 42.2M
Nvidia $NVDA 39.7M
Bradesco $BBD 38.2M",0,-1,0.0,-0.9964272379875183
2022-02-03,vitor17101583," #NewToForza is Chinese automaker NIO with their fully electric-powered 2016 NIO EP9.

Not road legal? No problem. The ope…",1,0,0.8008132576942444,0.0
2022-02-03,angreserved," Latest $NIO OTA software update brings English interface, various optimisations regarding usability and software functionality,…",1,0,0.8613430857658386,0.0
2022-02-03,chewelahboy, $NIO ✅😁The world is now understanding ️ https://t.co/CCrvCLyEcD,0,-1,0.0,-0.9788691401481628
2022-02-03,MikeLi85047826," $NIO
  dual listing / ET7 (March) &amp; ET5 (Sept) / massive expansion / largest market China / wicked R&amp;D / regulatory go…",0,-1,0.0,-0.8797798752784729
2022-02-03,ZeroTo100k,"$SOFI Had a clear breakdown below $11.90, but like $NIO came back in the after hours. Still just building a cash position so I can buy the real dip heavy. $sofi #SoFi https://t.co/ihIzKB5eNw",0,-1,0.0,-0.9985812902450562
2022-02-03,Gerrysloan1,"          No NIO either, 😂😂😂... Wonder why they declined? Maybe we should ask Liz Truss?",0,-1,0.0,-0.9993051290512085
2022-02-03,ZeroTo100k,"$NIO Started to break down below the $23.58 level. Came back above it after hours, so it could be a fake-out. I still think we are going lower. If we get bad jobs numbers tomorrow could be another red day. $nio #Nio https://t.co/YmzqyXh9hw",0,-1,0.0,-0.999305248260498
2022-02-03,ASSASSYN32X," #NewToForza is Chinese automaker NIO with their fully electric-powered 2016 NIO EP9.

Not road legal? No problem. The ope…",1,0,0.8008132576942444,0.0
2022-02-03,umairhanif00," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,njerudenis2," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,bdfc339b406d492," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,Donald38Daniel,"Congrats if you followed the play! $30 calls gonna pay huge tomorrow 

$spy $qqq $nio $aapl $tsla $ipof $ipod $psth $wish $clov $hyln https://t.co/xda3H0HFbI",0,-1,0.0,-0.9977403879165649
2022-02-03,MilanOlsavsky," #NIOES8 brings the future of comfort with improved ingress and egress, intelligent air purification system and up to 1,900L…",1,0,0.9990054965019226,0.0
2022-02-03,An_tho_nio, Shibainfinity metaverse is coming into existence 🚀🚀 take a look at our metaverse and NFT art museum. Shibainfinity NFT…,1,0,0.9767414331436157,0.0
2022-02-03,Smith28301,"“Most winning trading community, Get next winning alerts here: 

$SPY $QQQ $AMZN $NVDA $BA $TSLA $BABA $AMD $AAPL $NFLX $TWTR $AAL $NIO $INO $OXY $CCL  $SRNE $SPCE $XLF https://t.co/aImSxjQodt",0,-1,0.0,-0.9930378794670105
2022-02-03,She_Loves_Nio," ""you attract what you fear"" AHHHHHHH some head AHHHHHhh",1,0,0.9880508184432983,0.0
2022-02-03,ahron2flyy, Nio Stock Is Already a Legitimate EV Investment | InvestorPlace ... $NIO ... 🚀🚀🚀🚀🚀 https://t.co/aiwaaapm7L,0,-1,0.0,-0.9992251396179199
2022-02-03,ahron2flyy, $NIO 👀😆💎💎💎 BURN BURN THE SHORTS😆 https://t.co/tXagZ4FCbT,0,-1,0.0,-0.9983559250831604
2022-02-03,ahron2flyy, $NIO ✅😁The world is now understanding ️ https://t.co/CCrvCLyEcD,0,-1,0.0,-0.9788691401481628
2022-02-03,ahron2flyy," Latest $NIO OTA software update brings English interface, various optimisations regarding usability and software functionality,…",1,0,0.8613430857658386,0.0
2022-02-03,ahron2flyy, $NIO DARK POOL almost 50% Mdf https://t.co/Cux6wos0b2,0,-1,0.0,-0.9985484480857849
2022-02-03,Tiger01255,"Live Day-Trading room, Free access this room and get live alerts. Check out now..  

$SUNW $JE $POLA $AAPL $SQQQ $TSLA $NIO $VALE $NKLA $SLV $GE  $FLUX $AMD https://t.co/a8G09teIuD",0,-1,0.0,-0.9948968291282654
2022-02-03,Tower61070728,"$nio FB was down 26% today, that's painful. Nio 2.65% seems bearable.",0,-1,0.0,-0.9995095729827881
2022-02-03,AlbertAlice," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,An_tho_nio, Discord will be dropping soon! First 100 people in will get the OG role which will gain you access to exclusive giveaways a…,1,0,0.982952356338501,0.0
2022-02-03,HackerKana," Count of mentions for the tickers in last 1 hr

1. $AMZN: 5149 (3780)
2. $FB: 1133 (71)
3. $TSLA: 425 (12)
4. $AAPL: 237…",0,-1,0.0,-0.9945641756057739
2022-02-03,ChartMyStock,$NIO it can only get better from here IMO.,0,-1,0.0,-0.9995032548904419
