,User,Tweet,Time
500,Semogawin07,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-01-25 22:43:10+00:00
501,Kakrotosh,"If you want to know when a bull/bear markets happening (besides price) just look at crypto influencers tweets within a selected timeframe.

Are they bullish? That's bearish.
Are they bearish? Thats bullish.

Its the ultimate contrarian indicator. 😂 

#crypto #BTC #ETH #BNB",2013-03-18 07:38:21+00:00
502,Bitcoin_MXN,"Precio: $915,802.67
Fuente: @Bitso #Bitso #BTCMXN $btc
Hora: 2022-02-09 15:30:03 (GMT-6)",2017-12-02 02:22:09+00:00
503,bitcoinjp,"現在の価格は 5,164,827円です。前回比は-8,327円(-0.16%)です。 #ビットコイン #bitcoin #btc $BTCJPY via @bitFlyer #ブロックチェーン",2013-09-17 23:16:57+00:00
504,bakednet,"[₿] #Bitcoin Daily $BTC [₿]

Kraken❯
A:$44,667 L:$43,187 H:$44,831
Bitstamp❯
A:$44,667 L:$43,164 H:$44,866
Bitfinex❯
A:$44,657 L:$43,160 H:$44,865

Market Cap: $846,853,939,177
24h Volume: $4,330,240,205
24h: 1.24%  7d: 19.56%",2019-06-13 15:11:38+00:00
505,XJaembigwin,"RT @EShib_token: +10,000 watchlists in @CoinMarketCap
https://t.co/BrrAV6ga6R
#EShib #EuroShibaInu #EuroShiba #CMC #CoinMarketCap #BSC #BNB…",2022-01-30 10:32:15+00:00
506,cryptoc_cheap,"2022/02/10 06:30
#Binance 格安コイン

1位 #WIN 0.00000001 BTC(0.05円)
2位 #HOT 0.00000002 BTC(0.1円)
3位 #COCOS 0.00000003 BTC(0.15円)
4位 #NPXS 0.00000003 BTC(0.15円)
5位 #DENT 0.00000004 BTC(0.21円)

#仮想通貨 #アルトコイン #草コイン",2017-12-30 05:05:18+00:00
507,Shormani65,"I am claiming my free Lightning sats from @_bitcoiner's amazing faucet! ⚡

@boltcoiner unlock me 3415792b-6638-479c-a94f-5cee0c9c5cd6

#Bitcoin #BTC #LN #LightningNetwork #boltcoiner
https://t.co/oVbQzBdkGG",2021-11-03 14:52:54+00:00
508,S93Jay,"@YotmanG 🔥NEW ARTICLE ABOUT PoorQuack🔥

#PoorQuack $POOR @CryptoAmb

https://t.co/Z7L8HSEbD1…

#BSC #BNB #Memes #memecoin #NFT #NFTs #MemeTech #Bitcoin #BTC $BTC #Ethereum #Binance #BinanceNFT #staking #StakingRewards $QUACK #BSCGem #BSCGemsAlert #BSCGems #BSCNews #BSCStation #Solana",2021-12-13 12:04:43+00:00
509,FTXSpotFutureD1,"[Future-0325]/[Spot] Divergence%

■ Volume Top3
BTC: 0.3% (155M)
ETH: 0.1% (79M)
MSTR: -0.3% (4M)

■ Divergence Top5 (&gt;0.1M)
AAVE: 0.5% (0.5M)
XRP: 0.4% (2.9M)
BTC: 0.3% (155.5M)
DOGE: 0.3% (0.9M)
LTC: 0.2% (3.6M)",2021-04-04 08:30:52+00:00
510,crypto910bot,"直近1分間で大きな価格変動がありました
BTC-MOVE-0209    -4.53%",2021-12-16 15:18:22+00:00
511,gassssxyz,"🔥 Gas Fees 🔥
             
    $ETH: $8.80 - $96.34

    $SOL: $0.00058
        #SolanaNFTS: $0.93 - $4.29

    $AVAX: $0.09

    $FTM: $0.0109

    $MATIC: $0.02

    $BTC: $12.14

    $XRP: 0.00000828

    $XLM: $0.00000240",2021-10-27 13:02:43+00:00
512,NowBitcoinPrice,"Feb 09, 2022 21:29:00 UTC | 44,686.50$ | 39,111.80€ | 33,010.30£ | #Bitcoin #BTC $BTC #crypto #financial #news https://t.co/8dAfhIOMYM",2017-07-04 14:12:13+00:00
513,arbitragebot,"$EOS/USD - buy on:@bitforexcom - sell on:@WazirxIndia - arbitrage:9.24%
$EOS/BTC -  buy on:@mercatoxcom - sell on:@finexbox - arbitrage:3.81%
https://t.co/Rb2CqLdeP4 / #eos / min. 24h volume : 0.25 BTC",2018-04-28 12:06:23+00:00
514,horozkentli1979,"RT @f52hrn: #BTCUSDT Log H

#BTC #Bitcoin 

pembe yükseleni güncelleme zamanı geliyor gibi? 

nasıl yapsak? https://t.co/nIiojqq46P",2020-09-17 18:08:55+00:00
515,GoldCore,"Gareth Soloway @GarethSoloway was bearish on #Bitcoin at $68k.
That call was spot on!
He's now making another big call on #BTC
Check out the full interview here: https://t.co/Y8ZrTzBHVH",2009-04-14 12:18:30+00:00
516,kkkktdng,"RT @RewardHunters: 🎁 $RHT Giveaways

🥇 40k $RHT + NFT
🥈 30k $RHT + NFT
🥉 20k $RHT + NFT 

⏰end 72h

⚠️ Rules: 
1️⃣ Reply:
✅Tag 03 influence…",2016-04-05 09:00:55+00:00
517,NinjaPadCOM,Drop a ❤️ if you're holding #BTC and want to push it back over $50k!,2022-01-09 16:48:49+00:00
518,dll_io,"Top 10 #Cryptocurrency Live Prices: 
(04:30 PM . Feb 09,2022)

#BTC $44637.69
#ETH $3255.00
#BNB $426.62
#DOGE $0.16
#SHIB $0.0000334169
#AXS $66.84
#MANA $3.37
#UNI $12.37
#GM $0.0000552889
#KISHU $0.0000000022

Comments! Which coins would like to be listed?",2009-06-29 01:07:03+00:00
519,BtcNitrobetting,"🏒 #NHL Live Odds

Red Wings(-105) vs. Flyers(-115)
Blackhawks(+160) vs Oilers(-179)
Predators(-110) vs. Stars(-110)
Golden Knights(+111) vs. Flames(-134)
Coyotes(+185) vs. Kraken(-222)

Bet #BTC ➡️ https://t.co/cYkTWlMwpz

#SportsBetting #NHLBetting #BitcoinBetting https://t.co/Lo2PxI1idA",2021-01-19 12:32:40+00:00
520,0770_crypto,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2012-11-22 14:35:37+00:00
521,GolfGod707,@ashwsbreal Have a good one! 🤑🔥 $BTC #BTC bc1qs7t6femxh0f8el2qmgxw75m5xm0nxtcl7rgqy0,2021-01-07 14:27:06+00:00
522,LKesergen,"RT @Coinmatik1: #Bitcoin $45K ‘dan geri çekilip $42.600’den tepki aldı…
Tekrar $42K test edebilir ancak ardından ilk hedefimiz $46.500! 😉…",2020-09-17 18:54:55+00:00
523,Yoyo2K_YT,"RT @Crypto_trade_fr: #Concours un peu fou mais j'assumerai!

JE FAIS GAGNER DE LA CRYPTO! CASSEZ MON WALLET! 😄 ( mais pas trop)

Chaque RT…",2015-10-01 14:29:21+00:00
524,Ceylan37217004,"RT @coinimanalizde: "" Son gunlerde aramiza katilan yeni dostlarim icin piyasanin 1. kuralini yeniden hatirlamak istiyorum:

Firsatlarin dev…",2019-03-30 12:43:23+00:00
525,JensenQuinllin,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-02-18 10:26:44+00:00
526,skyscanner95,"RT @rektcapital: #BTC is trying to reclaim the 50-week EMA as support

This is a promising sign but the most promise lies in a Weekly Close…",2019-11-19 02:26:58+00:00
527,FederMarek,"RT @JackNiewold: What do:

• $4 billion in missing $BTC
• Female rapper RAZZLEKHAN
• Forbes magazine
• the US Department of Justice

Have i…",2019-09-26 08:31:51+00:00
528,KBwesh,"RT @tsantanasorare: ⚽️ #Giveaway Sorare ⚽️

Pour mon premier concours je fais gagner notre numéro 🔟 emblématique: Dimitri Payet 🔥

Valeur :…",2015-07-14 21:22:25+00:00
529,InvestFernando,"RT @juanbiter: En el video te cuento como EEUU incauto 94.643 #bitcoin del hack a Bitfinex y que pasara con esos $BTC

Rusia parece entende…",2021-03-17 13:14:18+00:00
530,Nymetia,"RT @tsantanasorare: ⚽️ #Giveaway Sorare ⚽️

Pour mon premier concours je fais gagner notre numéro 🔟 emblématique: Dimitri Payet 🔥

Valeur :…",2013-11-12 04:39:48+00:00
531,KryptoDany,"1. Russia accepts BTC.🐎
2. Wells Fargo accepts #BTC. 🐸
3. A bill was introduced in Tennessee to allow the state to invest in #NFTs and crypto. 🐂

BULLISH! https://t.co/3FFrRJ3N6O",2021-01-29 23:33:06+00:00
532,LiliRyanti2302,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2018-02-10 04:18:22+00:00
533,casper_btc,"RT @BearIslandNFT: The remaining Bears will all be placed up for auction for 2 reasons:

1. To help create a more fair chance for newcomers…",2020-05-01 11:08:14+00:00
534,nzishinoya,"RT @EShib_token: +10,000 watchlists in @CoinMarketCap
https://t.co/BrrAV6ga6R
#EShib #EuroShibaInu #EuroShiba #CMC #CoinMarketCap #BSC #BNB…",2020-06-08 10:17:59+00:00
535,TotoroTitans,"RT @John88Vaughan: @TotoroInu the sleeping GIANT!
@TotoroTitans @elonmusk 
#totoro #totoroinu #ETH #cryptocurrency #NFT #Metaverse #Crypto…",2022-02-07 17:22:32+00:00
536,kaho35104709,2/10朝 #JASMY チャート(画像1枚目MEXC･2枚目BitPoint)＆各取引所価格です。BTCの上昇に伴い、アルトも軒並み上昇傾向となっています😄💕#ジャスミー も控えめに上昇中です🎶とは言え、まだ5円台を行ったり来たり😅昨年BTCは１月の悲観相場の後に上昇し、その後高騰したので、それに期待です🙏✨ https://t.co/7ENlDewe5t,2020-12-23 04:52:45+00:00
537,o1o1yameroya,"これは超お得！！！

 FX取引で最大約40,000円分の楽天ポイントやBTCなどと交換できる！キャンペーン詳細はこちら⇒https://t.co/LbYI7J16Es 
＃FX　＃トラリピ　＃取引所　＃NYダウ　＃トルコリラ
https://t.co/gTLULWKKbp",2016-02-04 13:37:42+00:00
538,Fulviocoin,"RT @aemme08: $LUNA 4H chart:
🐂Bullish scenario:
LUNA breaks the 58$ resistance, 60$ test
58$  retest, 64$ approach.
🐻Bearish scenario:
LUNA…",2021-08-23 00:38:42+00:00
539,Selena52001,"Russia will no longer ban cryptocurrencies, but it will be taxed, does this mean that the market will usher in an uptrend? #BTC #ETH #DEFI #SHIB #DOGE #NFT #Metaverse #Solana #SolanaNFTs #BSC #Binance #BNB #Russia https://t.co/hfNM81CL4V",2009-04-14 10:05:45+00:00
540,ZagEsquire,@BTC_Archive This is not surprise. But I am interested on how they will use other people to make money off Bitcoin. I would love to see the fees they will charge.,2009-05-22 18:11:32+00:00
541,ZiaTesare,"RT @lllMrXlll: $BTC SHARING SOMETHING NEW TODAY‼️‼️‼️ 

STAY TUNED HOLD THAR SHORT 
Not financial advice 🤝",2017-05-02 23:21:28+00:00
542,2021Ufo,"⚠️ Top past 7d performers (top100 coins): 
1st: $GALA 92.9%⚡  
2nd: $KDA 73.3%⚡  
3nd: $LEO 64.1%⚡  
You #crypto mooned?  #cryptotwitter $BTC #alts #DeFi #NFT",2021-04-20 13:21:51+00:00
543,Ceylan37217004,"RT @coinimanalizde: "" #btc $btc
Herkesin saçma sapan 20K seviyeleri beklentisi olduğu zaman bitcoinin gideceğimi yönü tekrardan burada söyl…",2019-03-30 12:43:23+00:00
544,freecryptoscan,"New account means new #promotion / #Giveaway 

We are giving away .1 #Litecoin 

#retweet
#follow
#tag 2 friends
 
Will announce #winner in 24hrs

Good luck everyone

#ltc #Btc #ETH #dogecoin #SHIB #ADA #cryptocurrencies #Solana",2022-02-09 17:55:40+00:00
545,Khophoza1,"@coinbureau $DBA Token @DafriXchange, LBank, Hotbit, Pancakeswap, P2PB2B, Hotbit, Latoken, be ready for other Cex listing
 #Metaverse #GameFi #BSCGem #Solanart #nftart #BTC￼ #Crypto #altcoin #Ethereum #BSC￼ #Metaverse #Solana￼ #NFTs #TRX  #ETH",2021-05-06 03:52:43+00:00
546,Day_VTweets,"@AltcoinDailyio Isn't this expectation just mega-obvious?

""HODL BTC for 10 years and you'll become a millionaire...""

Bruh?...",2020-09-20 22:42:41+00:00
547,Paulina67039540,"RT @squirrelcentric: @AltcoinDailyio Buy bitcoin $BTC, buy ethereum $ETH, buy Centric Swap $CNS. Thank me later.",2021-10-24 11:28:47+00:00
548,farizbigwins3,"RT @Heather99924565: In case you missed it:

@2112run is in public sale, Epics are minted out already. 

Rare and Epic land plots can be re…",2021-05-29 07:17:43+00:00
549,lomarhef,"@AspenSignals Wait till you find out about $QNT. 33% less supply than BTC. Real use case with Oracle, Latin American dollar, true interoperability.  Read more via https://t.co/H1oZDKzaA0 or check out @SanNL11 @quant_network",2022-01-17 11:11:06+00:00
550,kpeterka,@BTC_Archive @FernandaGC1,2008-07-11 06:42:29+00:00
551,DelavaultPierre,"RT @JohalMiles: Anyone else noticed the tidal wave of bullish news for #Bitcoin in the past few weeks.
$BTC",2021-03-14 12:03:58+00:00
552,ciyorins,"RT @Trades4Radio: 🤩Bitcoin On The Rise Up ! Bull Trap?⭐️ https://t.co/21wbcEMZR3 via @YouTube 
Come Watch Our New Market Watch today! 
You'…",2021-03-11 15:03:19+00:00
553,photonwalker97,"RT @ROSHTEINS: MY BIGGEST WIN EVER!!! 💸

GIVE ME YOUR STAKE USERNAME AND I RANDOMLY SHARE SOME OF MY WIN!! ❤️

RT + FOLLOW + LIKE IS A MUST…",2017-09-28 08:50:35+00:00
554,fayemon910,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2011-08-23 15:38:05+00:00
555,xXJuriXx1,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2020-09-11 12:34:32+00:00
556,royal11211,"Soon, used car dealers will not be able to twist car mileage thanks to blockchain: Alfa Romeo introduced a new SUV that tracks the life cycle of a car using NFT and blockchain #crypto #defi #BTC #ETH #TRX https://t.co/tMzaLM48LT",2021-07-21 17:38:47+00:00
557,CryptoDonut666,"RT @sefasefa06ank: #Oğlum
#SHINJA $SINJA  #Şibnobi   
@Shib_nobi
bu projeyi kaçırmayın Araştırın 1000x uçar şu an çok ucuz
@elonmusk
$BTC…",2014-06-09 13:19:36+00:00
558,raysys324,"RT @BlockHebe: Amazing update about our roadmap 😃
#HEBE pool has more than 2,400 $ETC. 
Third phase of our roadmap is at 40%,We are looking…",2017-12-22 22:50:44+00:00
559,backpacker_btc,"RT @KatieTheRussian: PLAN B PASSPORT is hiring a US-based Attorney specializing on Immigration. 

Katie@planBpassport.com",2019-07-18 17:41:52+00:00
560,macimus201,"RT @gemlistelenme: Takipçilerime 2.500 TL veriyorum.

Katılmak için;
✅Bu paylaşımı rt fav yap
✅ @gemlistelenme takip et.

Yapacaklarınız bu…",2021-09-12 03:50:15+00:00
561,Fulviocoin,"RT @aemme08: #BTC 1D chart, i don't believe much in fractals, especially looking at the trend that preceded the October pump compared to th…",2021-08-23 00:38:42+00:00
562,_Just_Start_Now,"RT @Blockworks_: BREAKING: Twitter has invested in #Bitcoin payment processor OpenNode to help BTC adoption

Via @jacqmelinek",2021-11-24 21:26:57+00:00
563,brhm071,Çok long birikti galiba #BTC eğerki yeniden şahlanacaksa bir düzeltme gelmesi gerekir 40k ya çekilip haftalık kapanışı yine 43k civarında yapabilir...,2020-06-17 11:28:53+00:00
564,mehthereum,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-10-23 09:26:51+00:00
565,EtenoilE,RT @KittycoinSOL: #DiamondPaws #BTC #ETH #DOGE #AVAX https://t.co/MMv2utXEy1,2021-11-29 22:07:54+00:00
566,KacixMain1,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2020-09-11 12:29:20+00:00
567,BennytheNFTBull,RT @alexandre_lores: I’m calling this the Razzlekhan pump. $BTC https://t.co/42bMfqAeWh,2021-10-17 23:01:58+00:00
568,JanWyduba,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2014-03-10 13:29:55+00:00
569,MosenShamsi,"RT @esmaril2: @BluesparrowC @davidgokhshtein @BlueSparrowETH #bluesparrow is the real angel which supports children
#bluesparrow is a gem💎💎…",2021-12-30 07:15:58+00:00
570,William56096664,RT @moneywithcarter: Over $2 billion worth of $BTC was bought around $40k. Downside seems capped for now unless we see major negative news.…,2021-08-25 17:18:36+00:00
571,coincapitan,"$BTC Price: $44687
$ETH Price: $3258
$LTC Price: $140

Next update in 10 minutes
Last updated: 16:29:35.00",2021-01-11 22:25:06+00:00
572,glen_carrington,"@NBAonTNT @Candace_Parker @DwyaneWade @AdamLefkoe kindly please help. 
scammers are cheating using crypto. I lost my savings due to this rug projects like Rick and morty, aqua, and many. $65,000. I am facing lot of financial cris. Please help. 
BTC:1FcVHArvJWEa7rJPak6AwYYTT3n4ydDYnf",2019-10-26 11:53:31+00:00
573,Noticiero_BTC,"“Estoy más preocupado por las posibles reacciones del gobierno a #Bitcoin. No pueden destruir Bitcoin, pero realmente podrían ralentizar las cosas al hacer que el intercambio sea mucho más difícil”. 

-Michael Marquardt.",2018-07-25 15:29:21+00:00
574,Pretty65656,"@IMSHANT_7 @BTC_Archive Bitcoin will take us to more distant planets, the moon can't bear our weight🤣🚀",2009-10-22 20:00:37+00:00
575,LWT0KEN,"RT @BitbullBSC: Fill our BITBULL airdrops request form and claim 500,000 $BTCBULL tokens at launch!

https://t.co/XexRn4vjH7

#airdrop #air…",2022-02-03 14:01:05+00:00
576,winlechugo,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2022-02-06 08:27:16+00:00
577,xPatrick1993,"RT @tranlevietduc: Did you know that you can set up a #savings plan with #cryptos? 
As on @bitpanda you can easily create #multiple savings…",2021-10-26 16:30:51+00:00
578,RonnieGarcia028,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-10-24 06:13:02+00:00
579,0xDul0w,"RT @tsantanasorare: ⚽️ #Giveaway Sorare ⚽️

Pour mon premier concours je fais gagner notre numéro 🔟 emblématique: Dimitri Payet 🔥

Valeur :…",2015-03-04 22:44:56+00:00
580,Bitcoin8News,"The $BTC price is at $44,605 right now.
🔴 Compared to the last tweet, the price has dropped by $40.85 (0.09%).
🟢 In the last 24 hours the price has increased by $583.71 (1.33%).

#Bitcoin #BTC https://t.co/bMMahn91dk",2021-01-09 15:26:06+00:00
581,EmilCioran2022,"RT @BattleKnightICO: 💰 How to buy BKN token?👇👇
🌐 Go to your personal account on the site  https://t.co/M15fPfZiki
➡️ Go to the ""Wallet"" sec…",2018-04-16 16:41:34+00:00
582,_Russell_Mc,"RT @RomainSprengers: 🚀🔥 à 21h00 c’est @CryptonitesTV l’eKiP !!! 

🎬 https://t.co/lguNagFKmw

👇🟢👄🟢👇  
#AlexFazel #BTC #Bitcoin",2020-06-10 19:13:38+00:00
583,RHNWI23,"RT @b0gman: These are facts right here.
✅Legit fully functional rewards token
✅ German Engineered DCA machine
🚀CMC and CG are incoming

@eq…",2021-11-22 16:27:11+00:00
584,pickameyani,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2015-07-24 22:28:26+00:00
585,Victori00780428,@FishmansLabs @LostEdenNFT @sverzhee @daisy_btc,2021-04-30 18:12:29+00:00
586,Silver_Gold_U,"@DonDurrett likely never. BTC was literally designed as a payment method. It never worked. Now it’s SOV, scarcity, etc etc. the narrative keeps changing….but as a payment method, it failed.",2019-10-06 18:46:53+00:00
587,Hexheart1,"RT @MrRobbieD: The @RichardHeartWin v. @PeterSchiff debate is coming up on Feb 23, 2022. Who's excited?  
RT to spread the word!

#Cryptocu…",2020-11-11 16:34:29+00:00
588,misufeQueen03,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-11-07 04:38:31+00:00
589,AccelDefi,"RT @CryptoChristos1: Which #Crypto or #NFT Project has what it takes to become big but is still under the radar ?

A Live AMA Session with…",2021-11-15 18:23:21+00:00
590,ozenevrenn,"RT @KriptoSudee: BTC nin 45.000$ olma şerefine 1500TL dağıtıyorum. Bana çıkmaz demeyin şansınızı deneyin...♥️

Katılmak için;

🛑Bu paylaşım…",2018-06-23 18:49:26+00:00
591,arel_btc,@nft_cryptogang Fake fake fake giveaway,2018-06-13 17:37:34+00:00
592,deyonte_btc,"RT @MacroScope17: Chatter about consistent bid in gold around $1800. Spec it's a sovereign.

Whenever gold acts differently than might be e…",2018-06-24 10:56:04+00:00
593,BotNooah,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2015-11-05 06:20:57+00:00
594,cosmococo33,"@AltcoinDailyio What else are you holding apart from BTC? I advice you explore versertillty  and hold great assets like $DAWGS too
#cryptonews",2021-04-09 10:05:28+00:00
595,nphilli1,RT @moneywithcarter: Over $2 billion worth of $BTC was bought around $40k. Downside seems capped for now unless we see major negative news.…,2009-08-24 21:16:05+00:00
596,MRadicans,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2020-10-01 23:53:14+00:00
597,nick_kuzmick,"RT @NftHighSociety: Staking is going to make $wrld blow past all resistance levels. In addition to the staking, a full audit by @CertiKTech…",2021-10-18 00:18:23+00:00
598,CryptoDonut666,"RT @sefasefa06ank: #SHINJA $SINJA  #Şibnobi   
@Shib_nobi
bu projeyi kaçırmayın Araştırın 1000x uçar şu an çok ucuz
@elonmusk
$BTC  
@binan…",2014-06-09 13:19:36+00:00
599,S93Jay,"@Cointelegraph 🔥NEW ARTICLE ABOUT PoorQuack🔥

#PoorQuack $POOR @CryptoAmb

https://t.co/Z7L8HSEbD1…

#BSC #BNB #Memes #memecoin #NFT #NFTs #MemeTech #Bitcoin #BTC $BTC #Ethereum #Binance #BinanceNFT #staking #StakingRewards $QUACK #BSCGem #BSCGemsAlert #BSCGems #BSCNews #BSCStation #Solana",2021-12-13 12:04:43+00:00
600,CappellaioMat,"RT @Floveret: @Evans_Crypto We are ready with #AidiFinance🔥🤛👊

There is a clear sign Altcoin Season is coming soon and a lot of BTC injecti…",2021-04-16 15:45:45+00:00
601,Merve60577965,"RT @kriptocurcuna: 🎺Şubat Ayı Çekilişi

Ödül 4.000TL

👉Takip, RT+Beğeni, telegrama katıl

Post No:08

#ValentinesDay #SevgililerGünü #BTC #…",2020-10-21 21:36:28+00:00
602,NeganLucille14,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2019-11-24 11:52:59+00:00
603,LORDFLACO_BTC,"@storagehodl people are so stupid 
who waits in line for food with a mask on lol, all you have to do is walk in all at the same time maskless. Psyop is strong with normies they get what they deserve",2019-08-28 12:23:31+00:00
604,Dimitris,"RT @JackNiewold: What do:

• $4 billion in missing $BTC
• Female rapper RAZZLEKHAN
• Forbes magazine
• the US Department of Justice

Have i…",2007-03-17 08:11:21+00:00
605,Newton3321,"RT @Tronminingg94: 44,000$ in $BTC to one random person who RT, Likes &amp; Follow 

Leave your wallet address 

👇👇👇👇👇👇👇👇👇👇👇👇👇",2021-08-17 16:39:01+00:00
606,sunotaeharu,"RT @Trades4Radio: 🤩Bitcoin On The Rise Up ! Bull Trap?⭐️ https://t.co/21wbcEMZR3 via @YouTube 
Come Watch Our New Market Watch today! 
You'…",2018-08-15 02:37:49+00:00
607,Marek9997,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2021-07-09 14:26:30+00:00
608,333mib,@888Velvet Much respect. You think BTC will surpass 75k this year?,2021-11-20 17:28:36+00:00
609,Kiiiingen,"RT @MSB_NFT: Meta Space Babies Twitter #giveaway! 
3 random Winners will WIN $25 in BTC/each 🎁

To enter you must:
🚀 Tag 3 friends
🚀 Like &amp;…",2021-12-30 20:49:36+00:00
610,_Russell_Mc,"RT @glavanndenis: Bitcoin Price Predictions 2022-2030 
#BTC bulls versus #BTC bears , crypto news presented by @CryptonitesTV 
join us toni…",2020-06-10 19:13:38+00:00
611,milad_j,"Mining bitcoins became so easy! You don’t need any specific knowledge or skills. All you need is CryptoTab Browser. It works like a regular browser but on top of that, it helps you to earn BTC. Surf the web and get your crypto—just like that! https://t.co/85mxfyAu9Y #cryptotab",2017-02-10 07:46:37+00:00
612,maquij26,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-10-03 03:00:30+00:00
613,CryptoDonut666,"RT @sefasefa06ank: #SHINJA $SINJA  #Şibnobi   
@Shib_nobi
bu projeyi kaçırmayın Araştırın 1000x uçar şu an çok ucuz
@elonmusk
$BTC  
@binan…",2014-06-09 13:19:36+00:00
614,cutecowcow,"RT @LATESTDAONEWS: Since we have invested in #Looksrare 🚀 

Let's spread the word about this awesome NFT Platform that Reward their traders…",2021-05-01 02:49:55+00:00
615,X_sapporo_nina,はー、11万btcだかが移動してたやつこれか https://t.co/sHge12fpOJ,2015-04-09 01:13:19+00:00
616,MosenShamsi,"RT @esmaril2: @BluesparrowC @davidgokhshtein @BlueSparrowETH #bluesparrow is the real angel which supports children
#bluesparrow is a gem💎💎…",2021-12-30 07:15:58+00:00
617,brain_bit,"And the sheep investors thought that KPMG was big news...

What now sheep? Buy the peak and then wait to sell the next dip again?

#BTC #Bitcoin #Crypto #cryptocurrency https://t.co/rG6uiWZ2y7",2018-12-27 10:56:15+00:00
618,DiboMohamed3,"RT @Alcryptonz: من اخطر الامور في العملات الرقمية جملة All in ..
#BTC #ALLIN…",2022-01-15 21:07:33+00:00
619,bloodymary_0_,"RT @kriptocurcuna: 🎺Şubat Ayı Çekilişi

Ödül 4.000TL

👉Takip, RT+Beğeni, telegrama katıl

Post No:08

#ValentinesDay #SevgililerGünü #BTC #…",2017-04-13 05:00:48+00:00
620,FungoSensei,"@TheWizardsNFT This Wizard seems that really want a Golden ADA cap, so bad !
@TheWizardsNFT #ShowOffYourWizard 
#CNFT #CNFTGiveaway  #cnftproject 
@aheO33 @AceCNFT @bellacrypto_ @NFT_Justin @Buckeye8608 @BAX89CNFT @Crazymushroom61 @deezy_BTC @cnftaficionado @MrsScarlett01 @_smtd_ @RatsDao https://t.co/BZovgeQu7y",2022-01-09 23:10:04+00:00
621,NahuelCiann,💸 Earn free #BTC and multiply crypto up to 15% monthly with @betfury BOXes 📦 Enjoy the easy way to get cryptocurrency! Real rewards every 20 min 💥 📈 Referral Bonuses 35% #betfurysuccess,2011-06-03 13:41:43+00:00
622,b0gman,"These are facts right here.
✅Legit fully functional rewards token
✅ German Engineered DCA machine
🚀CMC and CG are incoming

@equitycoinbsc #equitycoin #EquityArmy #100xgem #BTC #BNB https://t.co/aG2Xudu4EU",2010-03-02 19:18:01+00:00
623,Dark_BTC,@HerroCrypto https://t.co/vKJAMo7lZv,2014-06-22 21:32:59+00:00
624,justRaMioN123,RT @Trust_Dice: $50 GIVEAWAY | WINNER will be drawn in 30 hours #casino #giveaway #freemoney #nodepositbonus #BTC #USDT #crypto #ETH #slots…,2020-09-11 11:56:43+00:00
625,FintwitsF,"When we draw a trendline to connect all the lows in #Bitcoin 15 min chart, we can see the line on the #BTC chart slants up from left to right. 

When this happens we can tell with 100% probability that price went up in the previous candles. 

#KnowledgeBombs #NowYouKnow https://t.co/8ivDlumztx",2022-02-06 20:07:02+00:00
